id	org	district	locale	office	seatnum	subdist	name	elected	party	votes_C	pct	termlen	open	Res	Part	web	email	phone	address	headshot	Status
6272	city	3000	ann arbor	mayor	1	0	Christopher Taylor	2022-11-08	D	39680	76	4	Y			www.a2gov.org/Pages/default.aspx	CTaylor@a2gov.org	734-794-6161	301 E. Huron Street, Ann Arbor, MI 48104	https://www.a2gov.org/media/eytjlffb/christopher_taylor-web.jpg	
504	city-cou	3000	ann arbor		1	1	Lisa Disch	2024-11-05	D	9986	100	4				www.a2gov.org/city-council	LDisch@a2gov.org	734-369-3571	301 E. Huron Street, Ann Arbor, MI 48104	https://www.a2gov.org/media/2drixxm5/resized-lisa-disch-4x5.jpg?width=400&height=400&v=1db70bac03eca10&format=webp	
505	city-cou	3000	ann arbor		1	2	Jon Mallek	2024-11-05	D	9014	100	4				https://www.a2gov.org/city-council/	jmallek@a2gov.org	(734) 794-6161	301 E. Huron Street, Ann Arbor, MI 48104		
506	city-cou	3000	ann arbor		1	3	Travis Radina	2024-11-05	D	11555	100	4				www.a2gov.org/Pages/default.aspx	TRadina@a2gov.org	734-219-6551	301 E. Huron Street, Ann Arbor, MI 48104	https://www.a2gov.org/media/jrlnku40/travis-radina.webp?width=400&height=400&v=1daf95486f8c3b0&format=webp	
507	city-cou	3000	ann arbor		1	4	Jen Eyer	2024-11-05	D	11142	100	4				www.a2gov.org/Pages/default.aspx	JEyer@a2gov.org	734-210-0765	301 E. Huron Street, Ann Arbor, MI 48104	https://www.a2gov.org/media/c0bcfz4s/1600x900-city-council.webp?width=400&height=225&v=1daf95476a33ef0&format=webp	
508	city-cou	3000	ann arbor		1	5	Erica Briggs	2024-11-05	D	13759	100	4				www.a2gov.org/Pages/default.aspx	EBriggs@a2gov.org	734-355-3931	301 E. Huron Street, Ann Arbor, MI 48104	https://www.a2gov.org/media/5psdhnvj/erica-briggs.webp?width=400&height=400&v=1daf954873d6dd0&format=webp	
6327	city-cou	3000	ann arbor		2	1	Cynthia Harrison	2022-11-08	D	7460	100	4	Y			www.a2gov.org/Pages/default.aspx	CHarrison@a2gov.org	734-386-1221	301 E. Huron Street, Ann Arbor, MI 48104		
6328	city-cou	3000	ann arbor		2	2	Chris Watson	2022-11-08	D	7677	100	4	Y			www.a2gov.org/Pages/default.aspx	CWatson@a2gov.org	734-436-1504	301 E. Huron Street, Ann Arbor, MI 48104	https://www.a2gov.org/media/jbrdfwzq/chris-watson.webp?width=400&height=400&v=1daf95486dcb030&format=webp	
6329	city-cou	3000	ann arbor		2	3	Ayesha Ghazi Edwin	2022-11-08	D	9204	100	4	Y			www.a2gov.org/Pages/default.aspx	AGhaziEdwin@a2gov.org	734-726-0161	301 E. Huron Street, Ann Arbor, MI 48104	https://www.a2gov.org/media/gl5e4rld/ayesha-ghazi-edwin.webp?width=400&height=400&v=1daf95487101c40&format=webp	
6330	city-cou	3000	ann arbor		2	4	Dharma Akmon	2022-11-08	D	9193	100	4	Y			www.a2gov.org/Pages/default.aspx	DAkmon@a2gov.org	734-492-5866	301 E. Huron Street, Ann Arbor, MI 48104	https://www.a2gov.org/media/rgipewjq/dharma-akmon.webp?width=400&height=400&v=1daf954872774d0&format=webp	
6331	city-cou	3000	ann arbor		2	5	Jenn Cornell	2022-11-08	D	11545	87	4	Y			www.a2gov.org/Pages/default.aspx	JCornell@a2gov.org	734-765-0174	301 E. Huron Street, Ann Arbor, MI 48104	https://www.a2gov.org/media/c0bcfz4s/1600x900-city-council.webp?width=400&height=225&v=1daf95476a33ef0&format=webp	
1972	schl-cou	2820	ann arbor		1	0	Don Wilkerson	2024-11-05	N	35592	20	4				www.a2schools.org/board-of-education	wilkersond@aaps.k12.mi.us	231-903-1052	2555 South State St Ann Arbor, MI 48104		
1973	schl-cou	2820	ann arbor		2	0	Leslie Wilkins	2024-11-05	N	39986	22	4				www.a2schools.org/board-of-education	wilkinsl@aaps.k12.mi.us	734-436-1204	2555 South State St Ann Arbor, MI 48104		
1974	schl-cou	2820	ann arbor		3	0	Glynda T. Wilks	2024-11-05	N	35298	19	4				www.a2schools.org/board-of-education	wilksg@aaps.k12.mi.us	734-249-8039	2555 South State St Ann Arbor, MI 48104		
7178	schl-cou	2820	ann arbor		4	0	Susan Baskett	2022-11-08	N	27891	13	4	Y			www.a2schools.org/board-of-education	baskett@a2schools.org	734-994-2232	2555 South State St Ann Arbor, MI 48104		
7179	schl-cou	2820	ann arbor		5	0	Jacinda Townsend Gides	2022-11-08	N	26126	12	4	Y			www.a2schools.org/board-of-education		(734) 994-2200	2555 South State St Ann Arbor, MI 48104		
7180	schl-cou	2820	ann arbor		6	0	Rima Mohammad	2022-11-08	N	25493	12	4	Y			www.a2schools.org/board-of-education	mohammadr@a2schools.org	734-681-0181	2555 South State St Ann Arbor, MI 48104		
7181	schl-cou	2820	ann arbor		7	0	Susan Ward Schmidt	2022-11-08	N	20456	10	4	Y			www.a2schools.org/board-of-education	schmidts@a2schools.org	734-845-9706	2555 South State St Ann Arbor, MI 48104	https://schmidta2schoolboard.com/wp-content/uploads/2022/09/1gucbQQ4-1.png	
9049	schl-cou	2820	ann arbor		8	0	Torchio Feaster	2024-11-05	N	52236	100	4			P	www.a2schools.org/board-of-education	feastert@a2schools.org	734-531-7434	2555 South State St Ann Arbor, MI 48104		
2493	town	3020	ann arbor	town-clerk	1	0	Rena Basch	2024-11-05	D	2448	100	4				aatwp.org/township-government/departments/clerk	clerk@aatwp.org	734-663-3418	3792 Pontiac Trail Ann Arbor, Michigan  48105		
3158	town	3020	ann arbor	town-super	1	0	Diane O'Connell	2024-11-05	D	2522	100	4				aatwp.org	supervisor@aatwp.org	734-663-7303	3792 Pontiac Trail Ann Arbor, MI 48105		
3779	town	3020	ann arbor	town-treas	1	0	Carlene Colvin-Garcia	2024-11-05	D	2484	100	4				aatwp.org	treasurer@aatwp.org	734-663-3418 x107	3792 Pontiac Trail Ann Arbor, MI 48105		
4511	town-cou	3020	ann arbor	council	1	0	John E. Allison	2024-11-05	D	2304	24	4				aatwp.org	contact@aatwp.org	734-663-3418	3792 Pontiac Trail Ann Arbor, MI 48105		
4512	town-cou	3020	ann arbor	council	2	0	Della DiPietro	2024-11-05	D	2319	24	4				aatwp.org	contact@aatwp.org	734-663-3418	3792 Pontiac Trail Ann Arbor, MI 48105		
4513	town-cou	3020	ann arbor	council	3	0	Eric Kaldjian	2024-11-05	D	2349	25	4				aatwp.org	contact@aatwp.org	734-663-3418	3792 Pontiac Trail Ann Arbor, MI 48105		
4514	town-cou	3020	ann arbor	council	4	0	Peter Kotila	2024-11-05	D	2349	25	4				aatwp.org	contact@aatwp.org	(734) 663-3418	3792 Pontiac Trail Ann Arbor, MI 48105		
2590	town	4180	augusta	town-clerk	1	0	Kimberly Gonczy	2024-11-05	D	2294	51	4				augustatownship.org	clerk@augustatownship.org	734-461-6117	8970 Whittaker Rd, Ypsilanti, MI 48197		
3255	town	4180	augusta	town-super	1	0	Todd Waller	2024-11-05	R	2372	52	4				https://augustatownship.org/supervisor/	supervisor@augustatownship.org	(734) 461-6117	8021 Talladay Rd, Whittaker, MI 48191		
3876	town	4180	augusta	town-treas	1	0	Susan Burek	2024-11-05	D	2304	51	4				augustatownship.org	treasurer@augustatownship.org	734-461-6117	8970 Whittaker Rd, Ypsilanti, MI 48197		
4684	town-cou	4180	augusta	council	1	0	Linda E. Adams	2024-11-05	D	2123	14	4				augustatownship.org	ladams@augustatownship.org	734-461-6117	8970 Whittaker Rd, Ypsilanti, MI 48197		
4685	town-cou	4180	augusta	council	2	0	Keith A. Gipfert	2024-11-05	R	2139	14	4				augustatownship.org		734-461-6117	8970 Whittaker Rd, Ypsilanti, MI 48197		
4686	town-cou	4180	augusta	council	3	0	Michael Green	2024-11-05	R	2242	15	4				augustatownship.org		734-461-6117	8970 Whittaker Rd, Ypsilanti, MI 48197		
4687	town-cou	4180	augusta	council	4	0	Stephanie Prain	2024-11-05	R	2136	14	4				https://augustatownship.org/boards-committees/board-of-trustees/		(734) 461-6117	8021 Talladay Rd Whittaker, MI 48191		
5733	vil-cou	5660	barton hills	council	1	0	Brooke Calabrese	2024-11-05	N	126	20	4				https://bartonhillsvillage.org/boards/	bhvclerk@bartonhillsvillage.org	(734) 222-5209	199 Barton Shore Drive, Ann Arbor, MI 48105		
5734	vil-cou	5660	barton hills	council	2	0	Dennis Capozza	2024-11-05	N	109	17	4				https://bartonhillsvillage.org/boards/	bhvclerk@bartonhillsvillage.org	(734) 645-3830	240 Barton Shore Dr. Ann Arbor MI 48105		
5735	vil-cou	5660	barton hills	council	3	0	Richard L. Prager	2024-11-05	N	129	20	4				https://bartonhillsvillage.org/boards/	bhvclerk@bartonhillsvillage.org	(734) 222-5209	199 Barton Shore Drive Ann Arbor, MI 48105		
5736	vil-cou	5660	barton hills	council	4	0	Alicia M. Torres	2024-11-05	N	136	21	4				https://bartonhillsvillage.org/boards/	bhvclerk@bartonhillsvillage.org	(734) 222-5209	199 Barton Shore Drive Ann Arbor, MI 48105		
5737	vil-cou	5660	barton hills	council	5	0	Carla M. Smith	2024-11-05	N	123	19	4				https://bartonhillsvillage.org/boards/	bhvclerk@bartonhillsvillage.org	(734) 222-5209	199 Barton Shore Drive Ann Arbor, MI 48105		
7770	vil-cou	5660	barton hills	council	6	0	Marcus M. Darden	2022-11-08	N	103	16	4	Y			bartonhillsvillage.org	bhvclerk@bartonhillsvillage.org	734-222-5209	199 Barton Shore Drive Ann Arbor, MI 48105		
7771	vil-cou	5660	barton hills	council	7	0	Mostafa Haitam	2022-11-08	N	84	13	4	Y			bartonhillsvillage.org	bhvclerk@bartonhillsvillage.org	734-222-5209	199 Barton Shore Drive Ann Arbor, MI 48105		
7772	vil-cou	5660	barton hills	council	8	0	Robert Hensinger	2022-11-08	N	123	19	4	Y			https://bartonhillsvillage.org/boards/	bhvclerk@bartonhillsvillage.org	(734) 222-5209	199 Barton Shore Drive, Ann Arbor MI 48105		
7773	vil-cou	5660	barton hills	council	9	0	Randolph Perry	2022-11-08	N	95	14	4	Y			bartonhillsvillage.org	bhvclerk@bartonhillsvillage.org	734-222-5209	199 Barton Shore Drive Ann Arbor, MI 48105		
2347	town	10560	bridgewater	town-clerk	1	0	Michelle McQueer	2024-11-05	R	831	100	4				twp-bridgewater.org	bridgewatertwpclerk@yahoo.com	517-513-9525	10990 Clinton Rd Manchester, Michigan  48158		
3011	town	10560	bridgewater	town-super	1	0	Laurie Fromhart	2024-11-05	R	826	100	4				twp-bridgewater.org	bridgewatertwpsupervisor@yahoo.com	734-223-2766	10990 Clinton Road, Manchester, MI 48158		
3631	town	10560	bridgewater	town-treas	1	0	Amy Ahrens	2024-11-05	R	823	100	4				twp-bridgewater.org	bridgewatertwptreasurer@yahoo.com	734-678-9837	10990 Clinton Road, Manchester, MI 48158		
4256	town-cou	10560	bridgewater	council	1	0	David C. Faust	2024-11-05	R	783	51	4				twp-bridgewater.org	faustd2@me.com	517-456-4969	10990 Clinton Road, Manchester, MI 48158		
4257	town-cou	10560	bridgewater	council	2	0	R. Geoffrey Oliver	2024-11-05	R	747	48	4				twp-bridgewater.org	goliver@frontier.com	517-403-2083	10990 Clinton Road, Manchester, MI 48158		
5884	city	15020	chelsea	mayor	1	0	Kate Henson	2025-11-04	N	1391	64	4				www.city-chelsea.org		(734) 769-3175	305 S. Main St., Suite 100, Chelsea, MI 48118		
5962	city-cou	15020	chelsea		1	0	Sam Angus	2025-11-04	N	1590	29	4				www.city-chelsea.org	sangus@city-chelsea.org	734-475-1771	305 S. Main St., Suite 100, Chelsea, MI 48118		
5963	city-cou	15020	chelsea		2	0	Tony Iannelli	2025-11-04	N	1439	26	4				www.city-chelsea.org	tiannelli@city-chelsea.org	734-475-1771	305 S. Main St., Suite 100, Chelsea, MI 48118 		
5964	city-cou	15020	chelsea		3	0	Felix Stump	2025-11-04	N	1268	23	4				www.city-chelsea.org	fstump@city-chelsea.org	(734) 487-3363	305 S. Main St., Suite 100, Chelsea, MI 48118		
7922	city-cou	15020	chelsea		4	0	Eric Keaton	2023-11-07	N	922	26	4				www.city-chelsea.org	ekeaton@city-chelsea.org	734-475-1771	305 S. Main St., Suite 100, Chelsea, MI 48118 		
7923	city-cou	15020	chelsea		5	0	George W. Merkel	2023-11-07	N	974	27	4				www.city-chelsea.org	gmerkel@city-chelsea.org	734-475-1771	305 S. Main St., Suite 100, Chelsea, MI 48118 		
7924	city-cou	15020	chelsea		6	0	Beth Morris	2023-11-07	N	886	25	4				www.city-chelsea.org	bmorris@city-chelsea.org	734-475-1771	305 S. Main St., Suite 100, Chelsea, MI 48118 	https://thesuntimesnews.com/wp-content/uploads/2024/04/chelseabldg.jpeg.jpg	
2325	schl-cou	8940	chelsea		1	0	Eric E. Wilkinson	2020-11-03	N	4479	30	6	Y	R		www.chelseaschools.org/about-us/board-of-education	csb@chelseaschools.org	734-433-2200	500 Washington Street Chelsea, MI 48118	https://www.chelseaschools.org/uploaded/Staff_Photos/2023-2024/Central_Office/School_Board/Small/Wilkinson_Small.jpg	
7486	schl-cou	8940	chelsea		2	0	Erin Hunt-Carter	2024-11-05	N	6000	50	6				www.chelseaschools.org/about-us/board-of-education	csb@chelseaschools.org	734-433-2200	500 Washington Street Chelsea, MI 48118		
7487	schl-cou	8940	chelsea		3	0	Glenn Fox	2022-11-08	N	5142	20	6				www.chelseaschools.org/about-us/board-of-education	csb@chelseaschools.org	734-433-2200	500 Washington Street Chelsea, MI 48118	https://www.chelseaschools.org/uploaded/Staff_Photos/2023-2024/Central_Office/School_Board/Small/Fox_Small.jpg	
7488	schl-cou	8940	chelsea		4	0	Michelle Craig	2022-11-08	N	5022	19	6				www.chelseaschools.org/about-us/board-of-education	csb@chelseaschools.org	734-433-2200	500 Washington Street Chelsea, MI 48118	https://www.chelseaschools.org/uploaded/Staff_Photos/2024-2025/Admin/MCS.jpg	
9398	schl-cou	8940	chelsea		5	0	Heidi E. Reyst	2024-11-05	N	5876	49	6				www.chelseaschools.org/about-us/board-of-education	csb@chelseaschools.org	734-433-2200	500 Washington Street Chelsea, MI 48118		
9399	schl-cou	8940	chelsea		6	0	Sara Tracy	2024-11-05	N	6495	100	6	Y		P	www.chelseaschools.org/about-us/board-of-education	stracy@chelseaschools.org	734-433-2200	500 Washington Street Chelsea, MI 48118	https://www.chelseaschools.org/uploaded/Staff_Photos/2024-2025/Admin/STS.jpg	
1480	schl-cou	10050	clinton		1	0	Dale Wingerd	2020-11-03	N	2230	49	6	Y			www.miclintonschools.org/page/board-of-education	dwingerd17@gmail.com	517-605-5252	341 East Michigan Ave Clinton, MI 49236		
1481	schl-cou	10050	clinton		2	0	Steve Clegg	2020-11-03	N	2287	50	6	Y			www.miclintonschools.org/page/board-of-education	cleggsteven66@gmail.com	517-458-4084	341 East Michigan Ave Clinton, MI 49236		
6734	schl-cou	10050	clinton		3	0	Chad Erickson	2022-11-08	N	1730	33	6				www.miclintonschools.org/page/board-of-education	chad.erickson@stjoeshealth.org	517-605-2864	341 East Michigan Ave Clinton, MI 49236		
6735	schl-cou	10050	clinton		4	0	Monica Renee VanTuyle	2022-11-08	N	1699	33	6				www.miclintonschools.org/page/board-of-education		313-330-3518	341 East Michigan Ave Clinton, MI 49236		
6736	schl-cou	10050	clinton		5	0	Shirley Harris	2022-11-08	N	1702	33	6				www.miclintonschools.org/page/board-of-education		517-605-1254	341 East Michigan Ave Clinton, MI 49236		
6737	schl-cou	10050	clinton		6	0	Kelly Schmidt	2024-11-05	N	1652	36	6				www.miclintonschools.org/page/board-of-education	schmidtkelly66@gmail.com	313-903-5027	341 East Michigan Ave Clinton, MI 49236		
8575	schl-cou	10050	clinton		7	0	Mike Houghton	2024-11-05	N	1660	37	6				www.miclintonschools.org/page/board-of-education		734-904-1791	341 East Michigan Ave Clinton, MI 49236		
2288	schl-cou	6990	columbia		1	0	Kyle Bamm	2020-11-03	N	3006	30	6	Y			www.myeagles.org/page/board-of-education	KyleBamm@gmail.com	517-499-4492	11775 Hewitt Road Brooklyn, MI 49230		
2289	schl-cou	6990	columbia		2	0	Lindsey Schiel	2020-11-03	N	3730	37	6	Y			www.myeagles.org/page/board-of-education	lindseylee619@yahoo.com	517-745-9036	11775 Hewitt Road Brooklyn, MI 49230		
2290	schl-cou	6990	columbia		3	0	Robert B. Wahr	2020-11-03	N	3190	32	6	Y			www.myeagles.org/page/board-of-education	bobwahr215@comcast.net	517-592-6106	11775 Hewitt Road Brooklyn, MI 49230		
7456	schl-cou	6990	columbia		4	0	Crystal Buter	2022-11-08	N	2113	33	6				www.myeagles.org/page/board-of-education	crystalbuter@yahoo.com	517-592-6641	11775 Hewitt Road Brooklyn, MI 49230	https://theexponentlive.com/wp-content/uploads/2022/10/Crystal-Buter-headshot-1024x768.jpg	
7457	schl-cou	6990	columbia		5	0	Roger Downey	2022-11-08	N	2296	36	6				www.myeagles.org/page/board-of-education	3000.supe@gmail.com	517-262-2335	11775 Hewitt Road Brooklyn, MI 49230	https://theexponentlive.com/wp-content/uploads/2022/10/Roger-Downey-headshot-819x1024.jpg	
9336	schl-cou	6990	columbia		6	0	Tiffany Flinn	2024-11-05	N	2799	31	6				www.myeagles.org/page/board-of-education	tiffanyflinn14@icloud.com	517-740-0537	11775 Hewitt Road Brooklyn, MI 49230		
9337	schl-cou	6990	columbia		7	0	Tim Creech	2024-11-05	N	3282	37	6				www.myeagles.org/page/board-of-education	creechforcolumbia@gmail.com	517-612-9735	11775 Hewitt Road Brooklyn, MI 49230		
6270	city	22160	dexter	mayor	1	0	Shawn W. Keough	2022-11-08	N	1525	64	4	Y			www.dextermi.gov	SKeough@DexterMI.gov	734-426-8303	3515 Broad Street, Dexter, Michigan 48130		
487	city-cou	22160	dexter		1	0	Ray Tell	2024-11-05	N	105	3	4				https://dextermi.gov/government/city_council_directory.php	rtell@dextermi.gov	(734) 426-8303	3515 Broad St., Dexter, MI 48130		
488	city-cou	22160	dexter		2	0	Wa-Louisa Hubbard	2024-11-05	N	1445	48	4				www.dextermi.gov	WHubbard@DexterMI.gov	734-426-8303	3515 Broad Street, Dexter, Michigan 48130		
489	city-cou	22160	dexter		3	0	Zach Michels	2024-11-05	N	1407	47	4				www.dextermi.gov	ZMichels@DexterMI.gov	734-426-8303	3515 Broad Street, Dexter, Michigan 48130	https://thesuntimesnews.com/wp-content/uploads/2024/11/20240907_083100-scaled.jpg	
6317	city-cou	22160	dexter		4	0	Sanam Arab	2022-11-08	N	1275	46	4	Y			www.dextermi.gov	sarab@dextermi.gov	734-426-8303	3515 Broad Street, Dexter, Michigan 48130	https://sanamfordexter.com/wp-content/uploads/2022/08/sanam-2-02511.jpg?w=1024	
6318	city-cou	22160	dexter		5	0	Joseph R. Semifero	2022-11-08	N	1198	43	4	Y			www.dextermi.gov	JSemifero@DexterMI.gov	734-426-8303	3515 Broad Street, Dexter, Michigan 48130		
6319	city-cou	22160	dexter		6	0	Daniel Leroy Schlaff	2022-11-08	W	285	10	4	Y			www.dextermi.gov	DSchlaff@DexterMI.gov	734-426-8303	3515 Broad Street, Dexter, Michigan 48130		
1522	schl-cou	12030	dexter		1	0	Brian J. Arnold	2020-11-03	N	5006	19	6	Y			www.dexterschools.org/district/board-of-education	arnoldb@dexterschools.org	734-424-4100	2704 Baker Rd, Dexter, MI 48130	https://www.dexterschools.org/uploaded/board_of_education/board_images/Arnold,_Brian.png	
1523	schl-cou	12030	dexter		2	0	Elise Bruderly	2020-11-03	N	6242	24	6	Y			www.dexterschools.org/district/board-of-education	bruderlye@dexterschools.org	734-424-4100	2704 Baker Rd, Dexter, MI 48130	https://www.dexterschools.org/uploaded/board_of_education/board_images/Elise_Bruderly.png	
1524	schl-cou	12030	dexter		3	0	Jennifer Kangas	2020-11-03	N	5685	22	6	Y			www.dexterschools.org/district/board-of-education	kangasj@dexterschools.org	734-424-4100	2704 Baker Rd, Dexter, MI 48130	https://www.dexterschools.org/uploaded/board_of_education/board_images/Jennifer_Kangas.png	
6779	schl-cou	12030	dexter		4	0	Daniel Alabre	2022-11-08	N	6377	32	6				www.dexterschools.org/district/board-of-education	alabred@dexterschools.org	734-424-4100	2704 Baker Rd, Dexter, MI 48130		
6780	schl-cou	12030	dexter		5	0	Melanie Klark Szawara	2022-11-08	N	6139	31	6				www.dexterschools.org/district/board-of-education	szawarm@dexterschools.org	734-424-4100	2704 Baker Rd, Dexter, MI 48130	https://www.washbar.org/wp-content/uploads/2023/10/Szawara-Melanie-2021.jpg	
8628	schl-cou	12030	dexter		6	0	Michael Cipolla	2024-11-05	N	6333	35	6				www.dexterschools.org/district/board-of-education	cipollam@dexterschools.org	734-424-4100	2704 Baker Rd, Dexter, MI 48130	https://www.dexterschools.org/uploaded/board_of_education/board_images/Mike_Cipolla.jpeg	
8629	schl-cou	12030	dexter		7	0	Amy Reiser	2024-11-05	N	7076	39	6				www.dexterschools.org/district/board-of-education	reisera@dexterschools.org	734-424-4100	2704 Baker Rd, Dexter, MI 48130	https://www.dexterschools.org/uploaded/board_of_education/board_images/Amy_Reiser.png	
2447	town	22180	dexter	town-clerk	1	0	Michelle Stamboulellis	2024-11-05	D	2891	100	4				www.dextertownship.org/clerk	clerk@dextertownshipmi.gov	734-426-3767 x110	6880 Dexter Pinckney Road Dexter, Michigan  48130		
3112	town	22180	dexter	town-super	1	0	Lonnie Scott	2024-11-05	D	2466	52	4				www.dextertownshipmi.gov/township-board	supervisor@dextertownshipmi.gov	734-426-3767 x100	6880 Dexter-Pinckney Road, Dexter, MI 48130		
3733	town	22180	dexter	town-treas	1	0	Brad Metz	2024-11-05	D	2781	100	4				www.dextertownshipmi.gov/treasurer	treasurer@dextertownshipmi.gov	734-426-3767 x120	6880 Dexter Pinckney Road Dexter, Michigan 48130		
4429	town-cou	22180	dexter	council	1	0	Alicia Abbott	2024-11-05	D	2445	17	4				www.dextertownship.org	aabott@dextertownshipmi.gov	734-426-3767	6880 Dexter-Pinckney Road, Dexter, MI 48130		
4430	town-cou	22180	dexter	council	2	0	Karen Nolte	2024-11-05	D	2436	17	4				www.dextertownship.org	knolte@dextertownshipmi.gov	734-726-7594	6880 Dexter-Pinckney Road, Dexter, MI 48130		
4431	town-cou	22180	dexter	council	3	0	Laura Sanders	2024-11-05	D	2445	17	4				www.dextertownship.org	lsanders@dextertownshipmi.gov	734-726-7591	6880 Dexter-Pinckney Road, Dexter, MI 48130		
4432	town-cou	22180	dexter	council	4	0	Karen Sikkenga	2024-11-05	D	2388	17	4				www.dextertownship.org	ksikkenga@dextertownship.gov	734-426-3767	6880 Dexter-Pinckney Road, Dexter, MI 48130		
2498	town	30520	freedom	town-clerk	1	0	Valisa Bristle	2024-11-05	R	714	100	4				http://www.twp-freedom.org	vbristle@freedomtownshipmi.org	734-428-7545	11508 Pleasant Lake Road Manchester, Michigan  48158		
3163	town	30520	freedom	town-super	1	0	Larry Lindemann	2024-11-05	R	684	100	4				http://www.twp-freedom.org	llindemann@freedomtownshipmi.org 	734-428-7545 x1	 11508 Pleasant Lake Road, Manchester, MI		
3784	town	30520	freedom	town-treas	1	0	Rudy T. Layher	2024-11-05	R	698	100	4				http://www.twp-freedom.org	rlayher@freedomtownshipmi.org	734-428-7545 x3	 11508 Pleasant Lake Road, Manchester, MI		
4522	town-cou	30520	freedom	council	1	0	Dennis Earl Huehl	2024-11-05	R	659	50	4				http://www.twp-freedom.org	dhuehl@freedomtownshipmi.org	734-260-4454	 11508 Pleasant Lake Road, Manchester, MI		
4523	town-cou	30520	freedom	council	2	0	Daniel L. Schaible	2024-11-05	R	644	49	4				http://www.twp-freedom.org	dschaible@freedomtownshipmi.org	734-545-2615	 11508 Pleasant Lake Road, Manchester, MI		
1611	schl-cou	16830	grass lake		1	0	Chris Maynard	2020-11-03	N	1678	35	6	Y			www.grasslakeschools.com/board-of-education/index	chrismaynard313@gmail.com	517-867-5540	899 S. Union Street Grass Lake, MI 49240		
1612	schl-cou	16830	grass lake		2	0	Shari Hein	2020-11-03	N	1641	34	6	Y			www.grasslakeschools.com/board-of-education/index	sharihein@gmail.com	517-867-5540	899 S. Union Street Grass Lake, MI 49240		
6877	schl-cou	16830	grass lake		3	0	Janey Bisard	2022-11-08	N	1122	22	6				www.grasslakeschools.com/board-of-education/index	janey.bisard@gmail.com	517-867-5540	899 S. Union Street Grass Lake, MI 49240		
6878	schl-cou	16830	grass lake		4	0	Mark J. Rankin	2022-11-08	N	1232	24	6				www.grasslakeschools.com/board-of-education/index	marklrankin23@gmail.com	517-867-5540	899 S. Union Street Grass Lake, MI 49240		
